0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Number of Deaths,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.2_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.3_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,RfR Total Costs,Expected Evacuation Costs
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,4,0,3,5,0.0,0.0,0.0,0.008089575822271421,9538886.629397172,38245121.951764055,0.0659877479416737,42026275.26444997,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,2,0,0,1,0,0,0,3,0,6,6,0,0.0,0.0,125797238.44921103,0.0,0.0,42818415.0,0.018774729309599576,11796721.474886786,20299287.62732069,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,3,7,2,5,2,2,0.0,0.0,0.0,0.0008001162711420771,6230797.509217683,38245121.0,0.0018774729309599578,7864480.983257858,41292219.28177295,0.0,462.82954089755185
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,3,4,5,0,6,2,0.0,0.0,66507014.9338145,0.003904215541294438,12846975.749576664,38245121.0,0.002252967517151949,3932240.491628929,20299287.62732069,0.0,357.11552831507237
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,3,1,5,5,0.0,0.0,32694901.094161935,0.008089575822271421,9538886.629397172,38245121.0,0.0659877479416737,42026275.26444997,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,4,4,3,6,6,3,0.0,0.0,0.0,0.0,0.0,42818415.0,0.012454595936646974,21903285.42468315,20299287.62732069,0.0,393.78116342901717
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,7,1,0,0,2,0,0,7,6,1,5,5,1,0.0,0.0,125788764.77143934,0.0008001162711420771,6230797.509217683,38245121.0,0.0,0.0,22167818.198803753,0.0,230.04970859228754
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,4,6,4,6,7,4,0.0,0.0,66507014.9338145,0.005334108474280513,6230797.509217683,38245121.0,0.0062582431031998585,3932240.491628929,41292219.28177295,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,4,4,4,6,1,3,0.0,0.0,0.0,0.0,0.0,42818415.6714978,0.0051894149736029065,21903285.42468315,20299287.0,0.0,653.7382595989544
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,6,0,2,6,5,0.0,0.0,0.0,0.0,0.0,38245121.951764055,0.0,0.0,20299287.0,30700000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,2,0,0,1,0,0,0,0,0,6,7,0,0.0,0.0,47847947.0,0.0,0.0,42818415.6714978,0.002252967517151949,11796721.474886786,20299287.0,0.0,537.9021405371088
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,4,4,1,6,6,4,0.0,0.0,32694901.094161935,0.0,0.0,47842699.56310011,0.0,0.0,22167818.0,0.0,0.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,2,1,4,9,0,5,0.0,0.0,0.0,0.0,0.0,38245121.0,0.0,0.0,20299287.62732069,30700000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,3,5,2,4,5,4,0.0,0.0,0.0,0.0,0.0,42818415.0,0.0,0.0,22167818.198803753,0.0,0.0
0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,7,7,5,0,4,2,0.0,0.0,32694901.094161935,0.0,0.0,0.0,0.0,0.0,0.0,303800000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,5,0,5,6,3,0.0,0.0,0.0,0.0,0.0,42818415.0,0.023845982707029225,42116413.32427587,0.0,0.0,760.6966403801271
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,2,0,4,4,7,6,2,2,0.0,0.0,0.0,0.0006400930169136616,6230797.509217683,38245121.0,0.000750989172383983,3932240.491628929,43224599.14167526,0.0,430.4002867419238
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,3,5,4,4,4,5,0.0,0.0,0.0,0.005334108474280513,6230797.509217683,38245121.0,0.0062582431031998585,3932240.491628929,45324187.55237766,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,6,4,1,6,4,0.0,0.0,0.0,0.005334108474280513,6230797.509217683,38245121.0,0.06623884085285897,42116413.32427587,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,2,0,1,6,2,6,3,5,0.0,0.0,42291505.0,0.005334108474280513,6230797.509217683,38245121.0,0.0062582431031998585,3932240.491628929,43224599.14167526,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,4,6,6,10,0.0,0.0,0.0,0.005334108474280513,6230797.509217683,38245121.0,0.018774729309599576,11796721.474886786,20299287.62732069,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,7,2,2,6,1,0.0,0.0,0.0,0.0012134363733407134,9538886.629397172,38245121.0,0.009898162191251055,42026275.26444997,0.0,0.0,1615.687764061638
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,5,4,4,3,5,0.0,0.0,0.0,0.010845043170262329,12846975.749576664,38245121.0,0.0,0.0,45324187.55237766,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,4,3,5,5,2,0.0,0.0,0.0,0.0019202790507409848,6230797.509217683,38245121.951764055,0.006758902551455847,11796721.474886786,20299287.0,0.0,348.8945435408167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,4,7,0,5,0,0.0,0.0,0.0,0.0029122472960177114,9538886.629397172,38245121.951764055,0.004505935034303898,7864480.983257858,20299287.0,0.0,353.0050359279445
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,1,0,0,4,2,1,5,5,2,0.0,0.0,60717312.84309486,0.009067007012168825,10770043.246504102,47842699.56310011,0.0062582431031998585,3932240.491628929,20299287.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,4,4,1,0,6,6,0.0,0.0,32694901.094161935,0.0,0.0,47842699.56310011,0.018774729309599576,11796721.474886786,20299287.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,3,6,3,5,7,2,0.0,0.0,0.0,0.0,0.0,42818415.6714978,0.006758902551455847,11796721.474886786,20299287.62732069,0.0,210.3234249534623
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,4,6,6,3,0.0,0.0,0.0,0.0,0.0,42818415.6714978,0.06623884085285897,42116413.32427587,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,1,6,7,1,0.0,0.0,32694901.094161935,0.010845043170262329,12846975.749576664,38245121.951764055,0.06573665503048845,41936137.20462406,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,1,0,0,3,4,0,5,6,2,0.0,0.0,0.0,0.0,0.0,59410102.93073928,0.0028162093964399365,11796721.474886786,20299287.0,0.0,349.1697484578964
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,4,7,0.0,0.0,0.0,0.005088004787517832,6076941.485523313,0.0,0.0,0.0,0.0,61400000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,1,0,0,7,5,1,10,6,6,0.0,0.0,83497824.69174261,0.0,0.0,42818415.6714978,0.018774729309599576,11796721.474886786,20299287.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,6,7,0,0,1,0.0,0.0,0.0,0.010845043170262329,12846975.749576664,38245121.951764055,0.0062582431031998585,3932240.491628929,20299287.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,6,6,9,0.0,0.0,0.0,0.013600510518253239,16155064.869756153,0.0,0.0,0.0,20299287.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,1,0,0,2,6,3,7,5,3,0.0,0.0,78453877.84187987,0.0,0.0,42818415.6714978,0.006758902551455847,11796721.474886786,20299287.0,0.0,210.3234249534623
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,4,3,6,6,1,1,0.0,0.0,0.0,0.009067007012168825,10770043.246504102,73315450.27094865,0.0062582431031998585,3932240.491628929,20299287.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,4,5,3,5,3,3,0.0,0.0,32694901.094161935,0.0032641225243807766,10770043.246504102,47842699.56310011,0.002252967517151949,3932240.491628929,20299287.62732069,0.0,310.9251554526209
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,5,4,4,5,0.0,0.0,0.0,0.009067007012168825,10770043.246504102,53358573.6002109,0.06573665503048845,41936137.20462406,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,1,0,0,1,7,4,9,3,3,0.0,0.0,68139002.95605196,0.004533503506084413,5385021.623252051,47842699.56310011,0.012516486206399717,7864480.983257858,20299287.62732069,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,3,0,4,7,2,0,5,2,0.0,0.0,0.0,0.0019202790507409848,6230797.509217683,38245121.0,0.0,0.0,61001668.01785916,0.0,477.24892475226744
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,3,6,4,6,5,2,0.0,0.0,0.0,0.0029122472960177114,9538886.629397172,38245121.0,0.002252967517151949,3932240.491628929,41292219.28177295,0.0,282.89722761012376
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,3,5,3,2,6,3,0.0,0.0,32694901.094161935,0.0,0.0,47842699.0,0.018774729309599576,11796721.474886786,20299287.62732069,0.0,0.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,3,9,6,1,0.0,0.0,0.0,0.0,0.0,38245121.0,0.0181860882820448,11585409.415509012,0.0,30700000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,4,1,7,4,5,2,0.0,0.0,0.0,0.0013600510518253237,10770043.246504102,42818415.6714978,0.0009387364654799789,3932240.491628929,20299287.0,0.0,516.1843401068902
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,4,0,4,4,7,2,0.0,0.0,32694901.094161935,0.0016320612621903883,5385021.623252051,42818415.6714978,0.004505935034303898,7864480.983257858,20299287.0,0.0,260.6242902030416
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,2,5,7,1,5,0.0,0.0,0.0,0.005334108474280513,6230797.509217683,38245121.951764055,0.0,0.0,22167818.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,6,0,4,1,2,0.0,0.0,32694901.094161935,0.005334108474280513,6230797.509217683,38245121.951764055,0.018774729309599576,11796721.474886786,20299287.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,4,1,4,1,5,2,0.0,0.0,0.0,0.0032641225243807766,10770043.246504102,47842699.56310011,0.02366519581097584,41936137.20462406,0.0,0.0,1000.9704215807933
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,0,5,4,0,2,0.0,0.0,0.0,0.0016267564755393495,12846975.749576664,38245121.951764055,0.009860498254573268,41936137.20462406,0.0,0.0,1738.450537649918
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,3,10,6,2,0.0,0.0,0.0,0.0,0.0,38245121.0,0.0,0.0,0.0,61400000.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,2,7,3,8,1,5,0.0,0.0,0.0,0.008089575822271421,9538886.629397172,38245121.0,0.0,0.0,50081750.628976494,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,5,4,2,0.0,0.0,0.0,0.008089575822271421,9538886.629397172,38245121.0,0.012516486206399717,7864480.983257858,20299287.62732069,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,3,3,3,2,6,1,0.0,0.0,42291505.0,0.0,0.0,42818415.0,0.06623884085285897,42116413.32427587,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,5,4,4,0,2,2,0.0,0.0,0.0,0.0,0.0,42818415.0,0.0028162093964399365,11796721.474886786,20299287.62732069,0.0,911.4278250988654
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,4,3,4,3,6,3,0.0,0.0,0.0,0.0016320612621903883,5385021.623252051,42818415.0,0.004505935034303898,7864480.983257858,20299287.62732069,0.0,260.6242902030416
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,1,0,0,5,2,0,4,1,5,0.0,0.0,37255203.0,0.0,0.0,42818415.0,0.006758902551455847,11796721.474886786,20299287.62732069,0.0,210.3234249534623
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,10,3,5,2,5,7,0.0,0.0,0.0,0.009067007012168825,10770043.246504102,73315450.0,0.0062582431031998585,3932240.491628929,20299287.62732069,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,7,0,0,3,4,2,4,1,3,0.0,0.0,0.0,0.0016267564755393495,12846975.749576664,38245121.0,0.0,0.0,34221561.73832255,0.0,476.47766015168725
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,7,3,4,4,6,0.0,0.0,0.0,0.004533503506084413,5385021.623252051,42818415.0,0.0659877479416737,42026275.26444997,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,4,3,3,6,6,0,0.0,0.0,32694901.0,0.0016267564755393495,12846975.749576664,38245121.0,0.009860498254573268,41936137.20462406,0.0,0.0,1738.450537649918
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,6,5,2,0.0,0.0,0.0,0.005038784050165297,6046170.280784442,0.0,0.0,0.0,0.0,182600000.0,0.0
